child_id,match,vector_similarity,title_similarity,numbers_lenmatches,taxonomy_lenmatches,ner_overlap,length_ratio
957703,1,0.8820148706436157,0.3603169620037079,0,2,1,0.6461538461538462
957703,0,0.897140383720398,0.27399155497550964,0,1,1,0.37583892617449666
957761,1,0.9460891485214233,0.7195574641227722,12,13,4,0.5834970530451866
957761,0,0.9639988541603088,0.6696007251739502,2,0,0,0.7538071065989848
957762,1,0.9565820097923279,0.585293173789978,5,7,0,0.07593457943925233
957762,0,0.9629939198493958,0.7090210318565369,4,1,0,0.14690420560747663
957775,1,0.9563212394714355,0.8743980526924133,3,2,0,0.06882591093117409
957775,0,0.9279196262359619,0.7661301493644714,1,0,0,0.12186379928315412
957957,1,0.9560489058494568,0.5935783386230469,5,5,2,0.3693516699410609
957957,0,0.9465048909187317,0.6358537673950195,0,3,0,0.7768595041322314
957996,1,0.16497884690761566,0.5573020577430725,5,0,0,0.7027027027027027
957996,0,0.1699114888906479,0.48502781987190247,0,1,0,0.9918918918918919
957997,1,0.9641597270965576,0.6049525141716003,0,4,0,0.7761194029850746
957997,0,0.9581261277198792,0.42351606488227844,1,1,0,0.8885941644562334
958026,1,0.9036343097686768,0.5295493006706238,1,3,1,0.4369747899159664
958026,0,0.8628742694854736,0.40673089027404785,3,0,0,0.8168067226890756
958029,1,0.9645622968673706,0.3997742235660553,10,9,3,0.8349788434414669
958029,0,0.9531654119491577,0.5825279355049133,4,0,0,0.6607142857142857
958030,1,0.9888065457344055,0.7480135560035706,14,12,6,0.5497553017944535
958030,0,0.9487200975418091,0.6351304650306702,2,1,1,0.7278617710583153
958033,1,0.956449031829834,0.5990356206893921,3,9,1,0.36867862969004894
958033,0,0.9229600429534912,0.39612677693367004,1,2,0,0.47983014861995754
958064,1,0.9837589263916016,0.8160519599914551,15,13,6,0.6199021207177814
958064,0,0.9297525882720947,0.5908183455467224,2,5,3,0.5671641791044776
958069,1,0.7798975110054016,0.5256129503250122,0,3,1,0.04567699836867863
958069,0,0.7505674362182617,0.3118809461593628,0,0,0,0.10108303249097472
958071,1,0.9826728105545044,0.5256129503250122,5,15,5,0.4192495921696574
958071,0,0.9595851302146912,0.3938235938549042,3,3,1,0.32864450127877237
958073,1,0.9882314205169678,0.42339563369750977,14,11,4,0.4146685472496474
958073,0,0.9307411909103394,0.7400195002555847,5,1,1,0.44011976047904194
958074,1,0.9838034510612488,0.4586583971977234,11,14,4,0.5994358251057827
958074,0,0.9584892988204956,0.7331284880638123,3,1,1,0.9381898454746137
958076,1,0.9655846953392029,0.7867637276649475,14,3,0,0.3786231884057971
958076,0,0.9553162455558777,0.7085168957710266,1,1,0,0.1481218993621545
958077,1,0.980826199054718,0.4586583971977234,11,14,4,0.5796897038081805
958077,0,0.9380811452865601,0.7002936601638794,0,0,0,0.9113082039911308
958079,1,0.9804864525794983,0.4586583971977234,11,14,4,0.5754583921015515
958079,0,0.8865340948104858,0.6501288414001465,3,1,0,0.9509803921568627
958080,1,0.9824580550193787,0.5256129503250122,5,15,5,0.401305057096248
958080,0,0.9436560273170471,0.5923317670822144,2,1,1,0.45981308411214955
958081,1,0.9753313064575195,0.7683773636817932,5,10,2,0.45840130505709625
958081,0,0.9755203723907471,0.7342587113380432,3,0,0,0.6135371179039302
958082,1,0.9806301593780518,0.4586583971977234,11,14,4,0.5994358251057827
958082,0,0.9006614685058594,0.6005421280860901,3,4,2,0.8494117647058823
958088,1,0.9813984632492065,0.4586583971977234,11,14,4,0.5952045133991537
958088,0,0.9617502689361572,0.5268876552581787,1,0,0,0.6656151419558359
958090,1,0.980243444442749,0.4836236238479614,11,14,4,0.5105782792665726
958090,0,0.9138249158859253,0.45505136251449585,4,5,1,0.5427286356821589
958093,1,0.980135977268219,0.5256129503250122,5,15,5,0.3931484502446982
958093,0,0.9359914660453796,0.5382592678070068,1,1,1,0.4413919413919414
958100,1,0.9653666019439697,0.7262570261955261,5,12,3,0.6166394779771615
958100,0,0.9496451616287231,0.6358296275138855,1,2,1,0.7328042328042328
958101,1,0.9903170466423035,0.42339563369750977,14,9,4,0.3709449929478138
958101,0,0.9424252510070801,0.6674365997314453,4,0,0,0.6760925449871465
958103,1,0.9493398070335388,0.7310670018196106,11,9,3,0.399673735725938
958103,0,0.9070298671722412,0.6351273655891418,1,0,0,0.346045197740113
958115,1,0.7723018527030945,0.3603682518005371,0,2,0,0.28874388254486133
958115,0,0.7236810326576233,0.35530543327331543,0,0,0,0.4059633027522936
958116,1,0.9272540807723999,-0.0954785868525505,0,1,0,0.21720733427362482
958116,0,0.42821747064590454,-0.06396712362766266,0,0,0,0.012987012987012988
958124,1,0.8687237501144409,0.49240803718566895,4,4,2,0.6639477977161501
958124,0,0.8659578561782837,0.4359586536884308,1,0,0,0.9017199017199017
958125,1,0.9706920981407166,0.6596295237541199,7,5,0,0.427536231884058
958125,0,0.9608372449874878,0.4568870961666107,1,0,0,0.5488372093023256
958127,1,0.9221428632736206,0.3562162518501282,0,2,0,0.2143864598025388
958127,0,0.9108539819717407,-0.1128503754734993,0,1,0,0.29571984435797666
958129,1,0.8813190460205078,0.1278812438249588,0,1,0,0.24118476727785615
958129,0,0.8385227918624878,0.3013361692428589,1,1,0,0.24152542372881355
958130,1,0.9125934839248657,0.24787059426307678,0,2,0,0.2157968970380818
958130,0,0.9133194088935852,0.5818323493003845,0,0,0,0.2170212765957447
958133,1,0.9064205288887024,0.8444088101387024,3,2,0,0.07065217391304347
958133,0,0.9014444351196289,0.7165282368659973,1,0,0,0.07572815533980583
958135,1,0.9800967574119568,0.3786878287792206,11,14,4,0.5684062059238364
958135,0,0.9495019912719727,0.7224256992340088,5,0,0,0.8722943722943723
958151,1,0.9846667647361755,0.5855926275253296,7,15,5,0.3817292006525285
958151,0,0.6093699336051941,0.29870831966400146,0,0,0,0.029914529914529916
958153,1,0.9401887655258179,-0.1450594961643219,0,1,0,0.21720733427362482
958153,0,0.9508244395256042,-0.20992670953273773,0,0,0,0.25163398692810457
958155,1,0.9290584325790405,0.4284757375717163,0,2,0,0.23413258110014104
958155,0,0.9311197400093079,-0.04064027592539787,1,2,1,0.27168576104746317
958156,1,0.9373252391815186,0.5538749694824219,0,2,0,0.229901269393512
958156,0,0.9182289242744446,0.19020386040210724,0,2,1,0.6763485477178424
958158,1,0.9334827065467834,0.06624474376440048,0,2,0,0.231311706629055
958158,0,0.8428475856781006,0.3274802565574646,0,0,0,0.8817204301075269
958162,1,0.9315383434295654,0.04533931985497475,0,2,0,0.229901269393512
958162,0,0.8703553676605225,0.30426695942878723,0,0,0,0.4670487106017192
958163,1,0.9243224859237671,-0.11371763050556183,0,2,0,0.231311706629055
958163,0,0.8659550547599792,0.08772094547748566,1,1,1,0.3867924528301887
958164,1,0.9324690699577332,0.1278812438249588,0,2,0,0.22708039492242596
958164,0,0.853769838809967,0.28755947947502136,0,2,2,0.19189511323003575
958168,1,0.7284507155418396,0.7019288539886475,4,3,0,0.03588907014681892
958168,0,0.5884868502616882,0.38183167576789856,0,0,0,0.08695652173913043
958209,1,0.9743638634681702,0.4713989794254303,9,10,4,0.49647390691114246
958209,0,0.9568433165550232,0.592223048210144,1,6,4,0.7082494969818913
958211,1,0.9710417985916138,0.48606762290000916,9,11,4,0.5317348377997179
958211,0,0.9359902739524841,0.5282119512557983,1,1,1,0.7600806451612904
958212,1,0.9771791696548462,0.4207407832145691,9,7,3,0.2566995768688293
958212,0,0.8911975026130676,0.3443942070007324,2,1,1,0.30033003300330036
958213,1,0.9307319521903992,0.5855926275253296,2,5,0,0.12234910277324633
958213,0,0.8907740116119385,0.46346133947372437,0,0,0,0.14619883040935672
958224,1,0.8716824650764465,0.773949384689331,4,1,0,0.059782608695652176
958224,0,0.7714803218841553,0.6757622361183167,0,0,0,0.08048780487804878
958252,1,0.9796667098999023,0.4586583971977234,11,14,4,0.5937940761636107
958252,0,0.8987919092178345,0.5158843398094177,3,1,1,0.9501187648456056
958303,1,0.997103750705719,0.8324421644210815,39,20,7,0.7862969004893964
958303,0,0.960278332233429,0.6387571096420288,3,0,0,0.7634854771784232
958307,1,0.851836621761322,0.44217368960380554,0,3,1,0.1859706362153344
958307,0,0.8738943934440613,0.2670738399028778,0,1,0,0.22309197651663404
958310,1,0.8573057055473328,0.1278812438249588,0,0,0,0.24118476727785615
958310,0,0.8950634598731995,0.27439016103744507,0,0,0,0.3741794310722101
958346,1,0.8246930241584778,0.6855602860450745,3,1,0,0.023977433004231313
958346,0,0.6652225852012634,0.48204097151756287,0,0,0,0.02847571189279732
958383,1,0.970255434513092,0.4354018270969391,9,8,0,0.26657263751763044
958383,0,0.9440582990646362,0.6086717247962952,0,0,0,0.7269230769230769
958385,1,0.8719378709793091,0.19598138332366943,2,4,3,0.25938009787928223
958385,0,0.9078717231750488,0.21364359557628632,2,0,0,0.225531914893617
958386,1,0.8931593894958496,-0.08023804426193237,0,4,2,0.2561174551386623
958386,0,0.8921729326248169,0.04027949646115303,0,1,1,0.30019120458891013
958387,1,0.9209598898887634,-0.08249783515930176,0,2,1,0.22284908321579688
958387,0,0.9378312230110168,0.24787388741970062,0,1,1,0.4579710144927536
958423,1,0.9265514016151428,0.1441037356853485,7,3,0,0.8589562764456982
958423,0,0.8704613447189331,0.4524051249027252,1,0,0,0.44991789819376027
958425,1,0.9884975552558899,0.8324421644210815,25,12,2,0.47145187601957583
958425,0,0.9535346627235413,0.7846959233283997,2,0,0,0.5245009074410163
958456,1,0.9828298687934875,0.7782897353172302,5,16,5,0.45187601957585644
958456,0,0.97223961353302,0.7149243950843811,1,1,1,0.3825966850828729
958459,1,0.8982117176055908,0.23117026686668396,0,4,1,0.25938009787928223
958459,0,0.8823117017745972,0.17377056181430817,1,0,0,0.43922651933701656
958461,1,0.9275858402252197,0.02808345854282379,0,7,3,0.2157968970380818
958461,0,0.8844552040100098,0.15060272812843323,0,0,0,0.39331619537275064
958490,1,0.9818267822265625,0.6924018859863281,5,15,4,0.5464926590538336
958490,0,0.9526283144950867,0.6176156997680664,1,2,2,0.6135531135531136
958491,1,0.9852457046508789,0.6400402784347534,23,10,0,0.7010869565217391
958491,0,0.9482415914535522,0.6649668216705322,2,0,0,0.5322997416020672
958492,1,0.8658456802368164,0.1838041990995407,0,1,0,0.22566995768688294
958492,0,0.8497528433799744,0.2985328435897827,0,0,0,0.21709633649932158
958493,1,0.931304395198822,0.15392647683620453,0,2,1,0.229901269393512
958493,0,0.9349379539489746,0.23301635682582855,0,2,0,0.2820069204152249
958494,1,0.9004603624343872,0.3314686119556427,0,4,2,0.25774877650897227
958494,0,0.8731738328933716,0.3501746356487274,0,0,0,0.9367088607594937
958498,1,0.9032512903213501,-0.15065616369247437,0,6,4,0.2642740619902121
958498,0,0.9527165293693542,-0.12071408331394196,0,0,0,0.329938900203666
958539,1,0.960464596748352,0.6060806512832642,6,9,2,0.33115823817292006
958539,0,0.7277937531471252,0.438133180141449,3,2,0,0.34003350083752093
958545,1,0.8806224465370178,0.6060806512832642,2,1,0,0.04567699836867863
958545,0,0.8965669274330139,0.3127334415912628,1,0,0,0.03679369250985545
958546,1,0.9928925633430481,0.7373247146606445,29,21,6,0.7079934747145188
958546,0,0.9606335759162903,0.7116272449493408,2,1,1,0.9908675799086758
958553,1,0.969821035861969,0.8007451891899109,0,8,4,0.22838499184339314
958553,0,0.9435156583786011,0.7566133737564087,0,0,0,0.49469964664310956
958563,1,0.9335957765579224,0.8435454368591309,2,3,0,0.07427536231884058
958563,0,0.926323413848877,0.7759328484535217,1,0,0,0.06376360808709176
958580,1,0.974479079246521,0.4577496647834778,7,9,3,0.3427362482369535
958580,0,0.947492778301239,0.41331416368484497,2,1,1,0.44587155963302755
958584,1,0.970866858959198,0.7373247146606445,6,5,0,0.10929853181076672
958584,0,0.8431161642074585,0.5810127258300781,0,0,0,0.4527027027027027
958585,1,0.9827663898468018,0.4419759213924408,9,9,3,0.4217207334273625
958585,0,0.946087121963501,0.5123772025108337,1,0,0,0.3976063829787234
958588,1,0.8853250741958618,0.19598138332366943,1,4,1,0.2805872756933116
958588,0,0.8643814325332642,0.17168524861335754,0,1,1,0.3017543859649123
958589,1,0.8803110122680664,0.23117026686668396,0,4,1,0.26916802610114193
958589,0,0.8983707427978516,0.2031823992729187,0,0,0,0.6
958591,1,0.8549334406852722,0.135999396443367,0,0,0,0.2383638928067701
958591,0,0.8352771997451782,0.348940372467041,0,0,0,0.48424068767908307
958612,1,0.9702706336975098,0.8007451891899109,0,8,4,0.2267536704730832
958612,0,0.9522057771682739,0.7545974254608154,0,0,0,0.3381995133819951
958614,1,0.9370212554931641,0.45252636075019836,1,4,2,0.24306688417618272
958614,0,0.9419299960136414,0.666948139667511,0,2,1,0.22406015037593985
958615,1,0.9329748153686523,-0.038382936269044876,0,4,2,0.24306688417618272
958615,0,0.9181856513023376,0.014887972734868526,0,2,1,0.35141509433962265
958616,1,0.931746244430542,0.15392647683620453,0,2,1,0.22143864598025387
958616,0,0.90365070104599,0.24301588535308838,0,1,1,0.26700680272108845
958620,1,0.9365116357803345,0.326347291469574,0,4,2,0.2398042414355628
958620,0,0.8797497153282166,0.6494065523147583,0,1,0,0.40607734806629836
958621,1,0.9367088675498962,0.39619314670562744,0,4,2,0.23491027732463296
958621,0,0.5000702738761902,0.1893366575241089,0,3,1,0.12445980985306827
958623,1,0.9340704679489136,0.32355400919914246,0,4,2,0.23817292006525284
958623,0,0.8852376341819763,0.23151886463165283,0,1,1,0.19389110225763612
958624,1,0.9322779774665833,0.43504461646080017,0,4,2,0.24469820554649266
958624,0,0.9406430721282959,0.27879881858825684,0,1,0,0.22354694485842028
958625,1,0.9307622909545898,0.24983714520931244,0,4,2,0.24469820554649266
958625,0,0.9531011581420898,0.34478870034217834,0,1,1,0.23659305993690852
958626,1,0.9509683847427368,-0.11124833673238754,0,4,1,0.23491027732463296
958626,0,0.9609962701797485,-0.06475186347961426,0,1,1,0.25760286225402507
958629,1,0.9135806560516357,-0.15065616369247437,0,6,4,0.2561174551386623
958629,0,0.9278092980384827,-0.05899366736412048,0,0,0,0.6596638655462185
958761,1,0.9917405843734741,0.5346720814704895,12,17,4,0.5740479548660085
958761,0,0.9338890314102173,0.5889565348625183,1,0,0,0.45121951219512196
958769,1,0.9942940473556519,0.8124033808708191,34,21,6,0.6463081130355515
958769,0,0.9572854042053223,0.5418335795402527,4,2,0,0.4402917046490428
958772,1,0.9971758127212524,0.8324421644210815,38,20,7,0.7911908646003263
958772,0,0.9606534838676453,0.5366010665893555,8,2,0,0.9381044487427466
958802,1,0.9951611161231995,0.7464820146560669,25,17,4,0.5952045133991537
958802,0,0.9291238188743591,0.4806799590587616,4,0,0,0.8886255924170616
958803,1,0.9500220417976379,0.7867637276649475,3,2,0,0.16666666666666666
958803,0,0.9040449857711792,0.41722285747528076,0,0,0,0.1467304625199362
958806,1,0.9707084894180298,0.5845909118652344,7,4,2,0.3342736248236953
958806,0,0.9472499489784241,0.7762539386749268,2,0,0,0.6657303370786517
958809,1,0.9219653606414795,0.15392647683620453,0,4,1,0.22002820874471085
958809,0,0.9175843596458435,0.324662446975708,0,0,0,0.636734693877551
958810,1,0.8837863206863403,0.2487172931432724,0,4,1,0.2561174551386623
958810,0,0.902087926864624,0.43621495366096497,0,2,0,0.6796536796536796
958812,1,0.9376649856567383,0.0630481019616127,0,2,1,0.2143864598025388
958812,0,0.8834227919578552,0.014622288756072521,0,0,0,0.3584905660377358
958813,1,0.9158638715744019,-0.15065616369247437,0,6,4,0.25774877650897227
958813,0,0.9185346364974976,-0.10366874933242798,0,2,1,0.20816864295125165
958814,1,0.9675375819206238,0.3136477768421173,3,5,2,0.4203102961918195
958814,0,0.9399256110191345,0.5897009968757629,0,0,0,0.2986577181208054
958850,1,0.983284592628479,0.67714923620224,6,13,4,0.6166394779771615
958850,0,0.9013658761978149,0.8209631443023682,0,1,1,0.8957345971563981
958853,1,0.9849851131439209,0.67714923620224,5,13,4,0.533442088091354
958853,0,0.9575788974761963,0.7838338017463684,3,0,0,0.9674556213017751
958879,1,0.9252985715866089,0.2790255546569824,2,4,3,0.22849083215796898
958879,0,0.8373451828956604,0.4369509220123291,1,0,0,0.3537117903930131
958905,1,0.9437251091003418,0.3792893588542938,1,5,1,0.265905383360522
958905,0,0.5733833312988281,0.11321479827165604,0,0,0,0.049079754601226995
958906,1,0.9149509072303772,0.06120198592543602,0,4,1,0.2626427406199021
958906,0,0.8886117935180664,0.3154170513153076,0,2,1,0.26480263157894735
958907,1,0.9154656529426575,-0.15548385679721832,0,4,1,0.2642740619902121
958907,0,0.9466671347618103,-0.2751971483230591,0,2,1,0.40601503759398494
958908,1,0.9142492413520813,0.326347291469574,0,4,1,0.2642740619902121
958908,0,0.9056472778320312,0.13804402947425842,1,0,0,0.21038961038961038
958909,1,0.9154656529426575,0.31704747676849365,0,4,1,0.2642740619902121
958909,0,0.90362149477005,0.19740505516529083,0,1,0,0.3793911007025761
958910,1,0.9154656529426575,0.08424089103937149,0,4,1,0.2642740619902121
958910,0,0.9025884866714478,0.150676891207695,0,2,1,0.7345679012345679
958911,1,0.9140251874923706,-0.202211394906044,0,4,1,0.2642740619902121
958911,0,0.9334664344787598,-0.12567511200904846,0,1,1,0.265139116202946
958912,1,0.9421998262405396,0.0630481019616127,0,2,2,0.21015514809590974
958912,0,0.9358985424041748,-0.001215609023347497,0,1,0,0.29158512720156554
958921,1,0.9298059344291687,0.7608928084373474,0,6,1,0.11582381729200653
958921,0,0.9161651134490967,0.7438921928405762,0,0,0,0.13246268656716417
958934,1,0.9760882258415222,0.4713989794254303,9,10,4,0.5669957686882934
958934,0,0.5031805634498596,0.40292394161224365,0,0,0,0.004975124378109453
958935,1,0.9722579717636108,0.48606762290000916,9,10,4,0.5782792665726375
958935,0,0.9468978643417358,0.6235409379005432,8,9,2,0.3789279112754159
958939,1,0.9568955302238464,0.7927084565162659,15,18,6,0.6639477977161501
958939,0,0.9491050839424133,0.5995261073112488,3,10,1,0.7607476635514019
958965,1,0.9137294292449951,0.6903632283210754,3,1,0,0.05615942028985507
958965,0,0.8739074468612671,0.4270951449871063,0,0,0,0.08587257617728532
958966,1,0.9718686938285828,0.8804711699485779,0,8,1,0.20880913539967375
958966,0,0.9647769331932068,0.5549274682998657,0,0,0,0.5039370078740157
958970,1,0.9670764803886414,0.7320238351821899,7,3,0,0.28804347826086957
958970,0,0.9405517578125,0.4792500138282776,1,0,0,0.24018126888217523
958995,1,0.9465012550354004,0.0630481019616127,0,2,2,0.2059238363892807
958995,0,0.9630911350250244,0.017766911536455154,0,0,0,0.26838235294117646
959021,1,0.9303285479545593,0.1458176225423813,0,2,0,0.22425952045133993
959021,0,0.9194009900093079,0.6771348118782043,0,0,0,0.30754352030947774
959043,1,0.9847884774208069,0.1173795759677887,11,9,3,0.23695345557122707
959043,0,0.9499281644821167,0.19877566397190094,2,1,1,0.25688073394495414
959046,1,0.9994197487831116,0.727219820022583,30,14,0,0.927536231884058
959046,0,0.9760565161705017,0.637404203414917,4,2,0,0.9752380952380952
959047,1,0.9963407516479492,0.6903632283210754,27,13,0,0.8097826086956522
959047,0,0.9402446150779724,0.570853054523468,0,0,0,0.9843400447427293
1009295,1,0.832135021686554,0.7993537187576294,1,3,0,0.23529411764705882
1009295,0,0.8886709809303284,0.8491415977478027,1,0,0,0.07349081364829396
1037677,1,0.9121221303939819,0.6600173711776733,2,1,0,0.4557823129251701
1037677,0,0.9508151412010193,0.6458887457847595,1,0,0,0.5355191256830601
1038263,1,0.954745888710022,0.4777633845806122,1,0,0,0.19402985074626866
1038263,0,0.9212865233421326,0.3402467966079712,0,0,0,0.046762589928057555
1038850,1,0.9419470429420471,0.5982174873352051,3,1,0,0.40853658536585363
1038850,0,0.9518711566925049,0.5499956607818604,6,0,0,0.4414535666218035
1039096,1,0.96327143907547,0.7542660236358643,2,2,0,0.8993288590604027
1039096,0,0.9121779799461365,0.6122812032699585,1,0,0,0.9030303030303031
1040064,1,0.9522233605384827,0.5554071068763733,2,1,0,0.575107296137339
1040064,0,0.562495768070221,0.5231752395629883,0,0,0,0.030042918454935622
1040906,1,0.863949179649353,0.6511836647987366,0,4,0,0.14285714285714285
1040906,0,0.8422681093215942,0.6915836334228516,0,0,0,0.022757697456492636
1057578,1,0.9010118246078491,0.40517306327819824,1,7,1,0.041901408450704225
1057578,0,0.8660785555839539,0.32508519291877747,3,1,0,0.20704225352112676
1085871,1,0.969048261642456,0.3562798798084259,1,5,0,0.23471400394477318
1085871,0,0.8943917751312256,0.6106063723564148,2,0,0,0.990234375
1108067,1,0.9211952090263367,0.41737428307533264,0,5,0,0.20411663807890223
1108067,0,0.8644828200340271,0.40782952308654785,0,0,0,0.4219554030874786
